establishment_status,inspection_date,severity
Pass,2022-12-22,M - Minor
Pass,2022-12-22,M - Minor
Pass,2023-06-23,S - Significant
Pass,2023-11-24,S - Significant
Pass,2023-11-27,
Pass,2022-11-21,
Pass,2023-03-30,
Pass,2022-09-09,
Pass,2023-02-03,
Pass,2022-06-15,S - Significant
Pass,2022-06-15,S - Significant
Pass,2022-06-15,M - Minor
Pass,2022-06-15,M - Minor
Pass,2022-06-15,M - Minor
Pass,2022-11-17,M - Minor
Pass,2022-11-17,M - Minor
Pass,2023-02-17,
Pass,2023-05-25,S - Significant
Pass,2023-05-25,S - Significant
Pass,2023-06-08,
Pass,2023-09-29,M - Minor
Pass,2024-01-11,M - Minor
Pass,2024-01-11,M - Minor
Pass,2022-03-29,M - Minor
Pass,2022-03-29,M - Minor
Pass,2022-11-02,M - Minor
Pass,2023-02-09,M - Minor
Pass,2023-02-09,M - Minor
Pass,2023-05-16,
Pass,2023-10-02,
Pass,2024-01-15,M - Minor
Pass,2022-08-16,
Pass,2023-06-15,M - Minor
Pass,2022-06-13,M - Minor
Pass,2022-06-13,M - Minor
Pass,2023-05-16,
Pass,2023-10-04,
Pass,2022-06-15,M - Minor
Pass,2022-06-15,M - Minor
Pass,2023-02-21,
Pass,2023-10-26,
Pass,2023-12-01,
Pass,2022-06-23,
Pass,2023-04-11,
Pass,2022-02-24,
Pass,2022-12-07,
Pass,2023-04-17,
Pass,2023-09-05,
Pass,2022-01-31,
Pass,2023-02-21,S - Significant
Pass,2023-02-21,S - Significant
Pass,2023-02-21,C - Crucial
Pass,2023-03-06,M - Minor
Pass,2023-03-06,M - Minor
Pass,2023-08-17,S - Significant
Pass,2023-08-17,NA - Not Applicable
Pass,2023-08-17,S - Significant
Pass,2023-08-17,M - Minor
Pass,2023-08-17,M - Minor
Pass,2023-08-17,M - Minor
Pass,2023-03-14,
Pass,2023-05-10,
Pass,2023-09-28,S - Significant
Pass,2023-10-06,
Pass,2024-01-08,S - Significant
Pass,2024-01-10,
Pass,2023-09-22,M - Minor
Pass,2024-01-04,
Pass,2023-09-22,M - Minor
Pass,2024-01-04,
Pass,2023-10-30,
Pass,2023-11-17,
Pass,2022-09-26,
Pass,2022-07-15,
Pass,2023-05-01,
Pass,2023-12-07,
Pass,2022-08-16,
Pass,2022-12-01,
Pass,2023-05-19,
Pass,2022-06-24,
Pass,2022-04-14,
Pass,2023-06-07,
Pass,2022-07-21,S - Significant
Pass,2022-07-27,
Pass,2023-01-19,M - Minor
Pass,2023-01-19,M - Minor
Pass,2023-01-19,M - Minor
Pass,2023-12-05,M - Minor
Pass,2023-12-05,M - Minor
Pass,2023-12-05,S - Significant
Pass,2023-12-05,M - Minor
Pass,2023-12-05,M - Minor
Pass,2023-12-05,C - Crucial
Pass,2023-12-05,S - Significant
Pass,2023-12-13,M - Minor
Pass,2023-12-14,
Pass,2023-04-11,
Pass,2023-09-21,
Pass,2022-05-06,
Pass,2022-12-19,
Pass,2023-11-13,
Pass,NA,
Pass,2022-05-18,
Pass,2023-06-02,
Pass,2023-10-27,
Pass,2022-12-08,
Pass,2023-09-29,
Pass,2022-08-05,S - Significant
Pass,2022-08-19,M - Minor
Pass,2023-09-05,M - Minor
Pass,2023-09-05,M - Minor
Pass,2023-09-05,NA - Not Applicable
Pass,2023-10-24,M - Minor
Pass,2023-10-24,M - Minor
Pass,2023-10-24,M - Minor
Pass,2022-06-23,M - Minor
Pass,2022-06-23,S - Significant
Pass,2023-03-03,
Pass,2023-08-10,S - Significant
Pass,2023-08-10,M - Minor
Pass,2023-08-10,M - Minor
Pass,2023-08-10,S - Significant
Pass,2023-11-07,
Pass,2022-04-22,S - Significant
Pass,2022-04-22,M - Minor
Pass,2022-04-22,S - Significant
Pass,2022-04-22,C - Crucial
Pass,2022-04-25,
Pass,2022-12-16,S - Significant
Pass,2023-04-20,
Pass,2023-08-14,M - Minor
Pass,2023-11-20,
Pass,2022-10-04,NA - Not Applicable
Pass,2022-10-04,M - Minor
Pass,2022-10-04,M - Minor
Pass,2023-01-09,
Pass,2023-10-12,
Pass,2022-06-30,
Pass,2022-11-04,
Pass,2023-03-28,
Pass,2023-07-04,M - Minor
Pass,2023-12-11,M - Minor
Pass,2022-05-25,
Pass,2023-01-04,
Pass,2023-09-13,NA - Not Applicable
Pass,2023-08-21,S - Significant
Pass,2023-08-22,
Pass,2022-05-05,
Pass,2023-06-26,
Pass,2023-11-07,M - Minor
Pass,2023-11-07,M - Minor
Pass,2022-09-28,
Pass,2023-08-09,
Pass,2022-03-02,
Pass,2023-01-18,
Pass,2023-11-02,M - Minor
Pass,2023-11-02,M - Minor
Pass,2022-05-27,
Pass,2022-07-18,
Pass,2022-09-26,S - Significant
Pass,2022-09-26,M - Minor
Pass,2022-09-26,C - Crucial
Pass,2022-09-28,
Pass,2023-02-16,
Pass,2023-05-08,M - Minor
Pass,2023-09-28,
Pass,2022-05-10,M - Minor
Pass,2023-06-08,M - Minor
Pass,2023-11-15,M - Minor
Pass,2023-11-15,M - Minor
Pass,2022-11-23,
Pass,2022-10-11,
Pass,2023-02-27,
Pass,2023-07-24,
Pass,2022-05-30,
Pass,2022-12-21,
Pass,2023-03-24,M - Minor
Pass,2023-03-24,M - Minor
Pass,2023-03-24,M - Minor
Pass,2023-03-24,M - Minor
Pass,2023-03-24,M - Minor
Pass,2023-03-24,S - Significant
Pass,2023-08-14,M - Minor
Pass,2023-11-30,
Pass,2022-06-30,M - Minor
Pass,2023-04-19,M - Minor
Pass,2023-08-29,M - Minor
Pass,2022-09-01,M - Minor
Pass,2022-09-01,M - Minor
Pass,2023-04-13,S - Significant
Pass,2023-08-31,M - Minor
Pass,2023-08-31,M - Minor
Pass,2023-08-31,NA - Not Applicable
Pass,2022-05-03,
Pass,2023-03-08,
Pass,2023-11-15,
Pass,2022-02-28,
Pass,2022-11-28,M - Minor
Pass,2022-11-28,S - Significant
Pass,2022-12-22,
Pass,2023-03-02,
Pass,2023-08-21,
Pass,2022-03-02,
Pass,2022-08-11,
Pass,2023-06-09,
Pass,2022-03-01,S - Significant
Pass,2022-03-01,S - Significant
Pass,2022-03-01,S - Significant
Pass,2022-03-01,S - Significant
Pass,2022-08-31,S - Significant
Pass,2023-06-19,
Pass,2023-09-28,S - Significant
Pass,2022-11-17,
Pass,2022-10-28,
Pass,2023-04-18,
Pass,2023-11-15,
Pass,2023-07-25,M - Minor
Pass,2023-01-03,M - Minor
Pass,2022-10-13,S - Significant
Pass,2022-10-13,M - Minor
Pass,2022-10-24,
Pass,2023-12-08,M - Minor
Pass,2023-12-08,M - Minor
Pass,2023-08-18,
Pass,2022-07-05,M - Minor
Pass,2022-07-05,S - Significant
Pass,2022-07-05,S - Significant
Pass,2022-07-06,
Pass,2022-12-05,M - Minor
Pass,2023-03-02,S - Significant
Pass,2023-03-02,M - Minor
Pass,2023-06-01,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-12,S - Significant
Pass,2023-10-16,
Pass,2024-01-16,S - Significant
Pass,2024-01-16,S - Significant
Pass,2024-01-16,C - Crucial
Pass,2024-01-16,S - Significant
Pass,2024-01-17,
Pass,2022-06-29,M - Minor
Pass,2022-06-29,M - Minor
Pass,2023-02-09,M - Minor
Pass,2023-02-09,M - Minor
Pass,2023-02-09,NA - Not Applicable
Pass,2023-02-09,S - Significant
Pass,2023-02-09,S - Significant
Pass,2023-06-14,S - Significant
Pass,2023-06-14,M - Minor
Pass,2023-06-14,S - Significant
Pass,2023-06-14,S - Significant
Pass,2023-06-14,C - Crucial
Pass,2023-06-14,C - Crucial
Pass,2023-06-14,C - Crucial
Pass,2023-06-14,M - Minor
Pass,2023-06-14,C - Crucial
Pass,2023-06-14,M - Minor
Pass,2023-06-14,NA - Not Applicable
Pass,2023-06-14,S - Significant
Pass,2023-06-16,
Pass,2023-10-16,M - Minor
Pass,2023-10-16,M - Minor
Pass,2022-10-31,
Pass,2024-01-02,M - Minor
Pass,2024-01-02,S - Significant
Pass,2022-05-05,
Pass,2022-09-20,
Pass,2022-09-24,S - Significant
Pass,2022-09-24,M - Minor
Pass,2022-09-24,S - Significant
Pass,2023-02-21,
Pass,2023-08-03,
Pass,2023-11-09,M - Minor
Pass,2022-06-16,
Pass,2023-03-29,M - Minor
Pass,2023-08-17,S - Significant
Pass,2023-06-15,
Pass,2023-11-16,S - Significant
Pass,2022-10-19,M - Minor
Pass,2023-04-18,
Pass,2023-09-07,S - Significant
Pass,2023-09-07,M - Minor
Pass,2022-11-21,M - Minor
Pass,2022-11-21,S - Significant
Pass,2022-11-21,S - Significant
Pass,2022-11-21,M - Minor
Pass,2022-11-21,S - Significant
Pass,2023-02-27,M - Minor
Pass,2023-02-27,NA - Not Applicable
Pass,2023-08-17,S - Significant
Pass,2023-08-17,NA - Not Applicable
Pass,2023-08-17,M - Minor
Pass,2023-08-18,
Pass,2022-05-15,M - Minor
Pass,2022-05-15,C - Crucial
Pass,2022-05-19,
Pass,2024-01-14,
Pass,2022-03-08,M - Minor
Pass,2023-03-31,M - Minor
Pass,2023-03-31,M - Minor
Pass,2023-03-31,M - Minor
Pass,2023-03-31,M - Minor
Pass,2023-11-21,M - Minor
Pass,2023-11-21,M - Minor
Pass,2022-08-22,C - Crucial
Pass,2022-08-22,S - Significant
Pass,2022-08-22,S - Significant
Pass,2022-08-25,
Pass,2023-01-06,S - Significant
Pass,2023-01-06,C - Crucial
Pass,2023-01-06,C - Crucial
Pass,2023-01-06,C - Crucial
Pass,2023-01-06,S - Significant
Pass,2023-01-06,M - Minor
Pass,2023-01-06,S - Significant
Pass,2023-01-06,S - Significant
Pass,2023-01-06,S - Significant
Pass,2023-01-06,S - Significant
Pass,2023-01-09,
Pass,2023-07-31,S - Significant
Pass,2023-07-31,S - Significant
Pass,2023-07-31,M - Minor
Pass,2023-10-12,M - Minor
Pass,2022-12-02,M - Minor
Pass,2022-12-02,S - Significant
Pass,2022-12-02,M - Minor
Pass,2022-12-02,M - Minor
Pass,2023-02-14,
Pass,2022-08-26,S - Significant
Pass,2022-08-26,M - Minor
Pass,2022-08-26,M - Minor
Pass,2022-09-01,
Pass,2023-02-28,
Pass,2023-05-15,M - Minor
Pass,2023-05-15,S - Significant
Pass,2023-05-15,M - Minor
Pass,2023-10-17,
Pass,2022-10-31,M - Minor
Pass,2023-04-20,M - Minor
Pass,2023-08-22,M - Minor
Pass,2023-08-22,S - Significant
Pass,2023-08-22,S - Significant
Pass,2022-08-09,
Pass,2023-05-15,
Pass,2022-04-07,M - Minor
Pass,2022-04-07,M - Minor
Pass,2022-04-07,M - Minor
Pass,2022-11-25,C - Crucial
Pass,2022-11-25,S - Significant
Pass,2022-11-25,M - Minor
Pass,2022-11-25,S - Significant
Pass,2022-11-29,M - Minor
Pass,2022-11-29,M - Minor
Pass,2022-12-21,S - Significant
Pass,2023-01-05,S - Significant
Pass,2023-01-05,S - Significant
Pass,2023-01-09,
Pass,2023-06-21,M - Minor
Pass,2023-06-21,M - Minor
Pass,2023-10-18,S - Significant
Pass,2023-10-18,S - Significant
Pass,2023-10-23,S - Significant
Pass,2023-10-27,
Pass,2022-10-18,
Pass,2023-06-23,
Pass,2023-11-01,
Pass,2022-09-09,M - Minor
Pass,2022-09-09,M - Minor
Pass,2023-03-08,M - Minor
Pass,2023-10-12,S - Significant
Pass,2022-07-04,M - Minor
Pass,2022-07-04,M - Minor
Pass,2023-01-03,M - Minor
Pass,2023-07-05,
Pass,2022-09-30,M - Minor
Pass,2022-09-30,NA - Not Applicable
Pass,2023-04-14,
Pass,2023-06-09,M - Minor
Pass,2022-11-02,C - Crucial
Pass,2022-11-02,C - Crucial
Pass,2022-11-02,S - Significant
Pass,2022-11-02,NA - Not Applicable
Pass,2022-11-02,S - Significant
Pass,2022-11-02,M - Minor
Pass,2022-11-04,
Pass,2023-01-18,M - Minor
Pass,2023-01-18,S - Significant
Pass,2023-06-09,M - Minor
Pass,2023-06-09,S - Significant
Pass,2023-09-27,M - Minor
Pass,2023-06-21,
Pass,2023-08-01,
Pass,2023-12-22,S - Significant
Pass,2022-04-29,M - Minor
Pass,2022-04-29,M - Minor
Pass,2023-02-24,
Pass,2022-08-30,
Pass,2023-01-20,M - Minor
Pass,2023-07-10,
Pass,2023-10-04,S - Significant
Pass,2022-12-14,
Pass,2023-12-15,
Pass,2022-07-04,
Pass,2023-01-19,
Pass,2023-08-02,
Pass,2023-01-17,
Pass,2022-11-21,
Pass,2023-12-08,
Pass,2023-06-08,M - Minor
Pass,2022-09-19,
Pass,2023-04-24,S - Significant
Pass,2022-04-11,
Pass,2022-11-10,
Pass,2023-01-30,
Pass,2023-05-09,
Pass,2023-09-14,
Pass,2024-01-05,
Pass,2022-11-29,
Pass,2022-07-20,
Pass,2022-11-18,
Pass,2023-12-22,
Pass,2022-05-09,
Pass,2023-10-23,
Pass,2022-02-25,S - Significant
Pass,2022-02-25,S - Significant
Pass,2022-02-28,
Pass,2022-10-25,M - Minor
Pass,2022-10-25,M - Minor
Pass,2023-04-03,S - Significant
Pass,2023-04-03,M - Minor
Pass,2023-06-20,M - Minor
Pass,2023-11-03,M - Minor
Pass,2023-11-01,
Pass,2023-01-20,S - Significant
Pass,2023-06-23,
Pass,2023-10-31,
Pass,2022-05-12,
Pass,2023-02-06,
Pass,2023-05-10,
Pass,2023-09-15,
Pass,2024-01-12,
Pass,2022-10-13,
Pass,2022-12-07,
Pass,2023-11-03,
Pass,2022-03-28,
Pass,2022-04-06,
Pass,2022-06-29,
Pass,2023-02-15,
Pass,2023-05-11,
Pass,2023-09-20,S - Significant
Pass,2023-09-22,
Pass,2024-01-09,
Pass,2022-02-25,
Pass,2022-07-21,
Pass,2023-03-22,
Pass,2023-10-18,
Pass,2022-05-25,M - Minor
Pass,2022-12-30,
Pass,2023-04-06,M - Minor
Pass,2023-08-15,NA - Not Applicable
Pass,2023-08-15,M - Minor
Pass,2022-06-27,M - Minor
Pass,2023-01-04,M - Minor
Pass,2023-07-11,M - Minor
Pass,2023-07-11,NA - Not Applicable
Pass,2023-07-11,M - Minor
Pass,2023-05-02,
Pass,2022-05-30,
Pass,2022-06-21,
Pass,2023-05-02,
Pass,2022-10-19,
Pass,2022-08-11,
Pass,2023-04-18,M - Minor
Pass,2022-03-25,M - Minor
Pass,2023-01-24,C - Crucial
Pass,2023-01-24,S - Significant
Pass,2023-01-24,M - Minor
Pass,2023-01-24,C - Crucial
Pass,2023-01-24,M - Minor
Pass,2023-01-24,M - Minor
Pass,2023-01-24,S - Significant
Pass,2023-01-24,C - Crucial
Pass,2023-01-24,S - Significant
Pass,2023-01-31,S - Significant
Pass,2023-05-23,M - Minor
Pass,2023-05-23,M - Minor
Pass,2023-05-23,S - Significant
Pass,2023-05-23,S - Significant
Pass,2023-05-23,S - Significant
Pass,2023-05-23,S - Significant
Pass,2023-11-09,S - Significant
Pass,2023-11-09,C - Crucial
Pass,2023-11-09,S - Significant
Pass,2023-11-09,M - Minor
Pass,2023-11-09,C - Crucial
Pass,2023-11-09,C - Crucial
Pass,2023-11-09,S - Significant
Pass,2023-11-09,S - Significant
Pass,2023-11-09,M - Minor
Pass,2023-11-09,S - Significant
Pass,2023-11-15,
Pass,2022-04-29,C - Crucial
Pass,2022-04-29,S - Significant
Pass,2022-04-29,C - Crucial
Pass,2022-04-29,S - Significant
Pass,2022-04-29,S - Significant
Pass,2022-05-04,
Pass,2023-03-02,S - Significant
Pass,2023-06-20,
Pass,2023-10-13,
Pass,2022-10-31,
Pass,2022-06-14,M - Minor
Pass,2022-06-14,S - Significant
Pass,2022-06-14,M - Minor
Pass,2022-06-14,S - Significant
Pass,2023-03-14,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-08-24,M - Minor
Pass,2023-08-24,M - Minor
Pass,2023-12-19,M - Minor
Pass,2023-12-19,M - Minor
Pass,2023-12-19,M - Minor
Pass,2022-06-14,M - Minor
Pass,2022-06-14,M - Minor
Pass,2022-06-14,NA - Not Applicable
Pass,2022-08-25,
Pass,2023-03-27,
Pass,2023-07-26,M - Minor
Pass,2023-07-26,M - Minor
Pass,2023-01-09,
Pass,2023-07-26,
Pass,2022-12-19,
Pass,2022-12-28,NA - Not Applicable
Pass,2022-11-17,
Pass,2023-10-31,
Pass,2022-11-21,
Pass,2023-05-18,
Pass,2023-10-04,M - Minor
Pass,2022-03-28,
Pass,2023-03-14,
Pass,2023-08-21,M - Minor
Pass,2022-03-29,
Pass,2023-03-14,
Pass,2023-08-30,
Pass,2022-02-01,
Pass,2023-02-22,M - Minor
Pass,2023-02-22,S - Significant
Pass,2023-02-22,M - Minor
Pass,2023-08-28,M - Minor
Pass,2023-08-28,M - Minor
Pass,2023-08-28,M - Minor
Pass,2023-11-07,S - Significant
Pass,2023-11-07,S - Significant
Pass,2023-11-07,M - Minor
Pass,2023-11-07,C - Crucial
Pass,2023-11-07,C - Crucial
Pass,2023-11-07,S - Significant
Pass,2023-11-07,M - Minor
Pass,2023-11-10,
Pass,2022-10-06,M - Minor
Pass,2022-10-06,M - Minor
Pass,2022-10-06,S - Significant
Pass,2022-10-11,
Pass,2023-02-16,M - Minor
Pass,2023-02-16,M - Minor
Pass,2023-02-16,M - Minor
Pass,2023-11-03,M - Minor
Pass,2023-11-03,S - Significant
Pass,2023-11-03,M - Minor
Pass,2023-11-03,M - Minor
Pass,2023-11-03,C - Crucial
Pass,2023-11-03,M - Minor
Pass,2023-11-10,
Pass,2022-06-07,C - Crucial
Pass,2022-06-07,M - Minor
Pass,2022-06-07,C - Crucial
Pass,2022-06-08,
Pass,2023-04-17,M - Minor
Pass,2023-04-17,S - Significant
Pass,2023-04-17,S - Significant
Pass,2023-08-22,M - Minor
Pass,2023-03-30,
Pass,2023-06-23,
Pass,2023-09-15,
Pass,2023-08-21,
Pass,2023-11-24,
Pass,2024-01-05,
Pass,2022-12-16,
Pass,2023-12-21,
Pass,2023-06-15,S - Significant
Pass,2023-06-15,C - Crucial
Pass,2023-06-15,M - Minor
Pass,2023-06-15,S - Significant
Pass,2023-06-15,S - Significant
Pass,2023-06-15,S - Significant
Pass,2023-10-05,C - Crucial
Pass,2023-10-05,S - Significant
Pass,2023-10-05,S - Significant
Pass,2023-10-05,M - Minor
Pass,2023-10-05,S - Significant
Pass,2023-10-05,NA - Not Applicable
Pass,2023-12-29,
Pass,2022-05-12,
Pass,2023-02-10,M - Minor
Pass,2023-07-25,
Pass,2024-01-12,
Pass,2022-06-30,
Pass,2023-04-04,
Pass,2023-09-21,
Pass,2022-09-19,
Pass,2023-06-15,NA - Not Applicable
Pass,2023-11-06,C - Crucial
Pass,2023-11-06,S - Significant
Pass,2023-11-06,M - Minor
Pass,2023-11-06,S - Significant
Pass,2023-11-08,
Pass,2022-09-07,M - Minor
Pass,2023-02-15,M - Minor
Pass,2023-05-18,
Pass,2023-09-13,S - Significant
Pass,2023-09-13,M - Minor
Pass,2023-09-13,M - Minor
Pass,2024-01-19,
Pass,2022-06-23,M - Minor
Pass,2022-06-23,S - Significant
Pass,2022-06-23,M - Minor
Pass,2023-01-09,M - Minor
Pass,2023-05-03,M - Minor
Pass,2023-07-25,S - Significant
Pass,2023-11-02,
Pass,2022-06-15,M - Minor
Pass,2022-06-15,M - Minor
Pass,2022-06-15,S - Significant
Pass,2022-06-07,M - Minor
Pass,2022-06-07,M - Minor
Pass,2023-02-17,
Pass,2023-12-13,
Pass,2022-10-17,
Pass,2023-02-09,M - Minor
Pass,2022-11-07,
Pass,2023-12-20,
Pass,2023-08-30,
Pass,2023-11-06,NA - Not Applicable
Pass,2024-01-19,M - Minor
Pass,2024-01-19,M - Minor
Pass,2022-09-01,S - Significant
Pass,2022-09-01,M - Minor
Pass,2022-09-01,C - Crucial
Pass,2022-09-20,
Pass,2023-04-27,M - Minor
Pass,2023-04-27,M - Minor
Pass,2023-04-27,M - Minor
Pass,2023-04-27,M - Minor
Pass,2023-08-29,M - Minor
Pass,2023-08-29,C - Crucial
Pass,2023-08-30,
Pass,2022-11-07,
Pass,2023-10-24,
Pass,2023-11-03,
Pass,2022-08-19,
Pass,2023-08-18,
Pass,2023-02-06,M - Minor
Pass,2023-06-26,M - Minor
Pass,2023-06-26,M - Minor
Pass,2023-06-26,M - Minor
Pass,2023-06-26,M - Minor
Pass,2023-06-26,M - Minor
Pass,2023-06-26,S - Significant
Pass,2023-06-28,
Pass,2023-11-15,S - Significant
Pass,2023-11-15,S - Significant
Pass,2023-11-15,M - Minor
Pass,2023-11-15,NA - Not Applicable
Pass,2023-11-15,C - Crucial
Pass,2023-11-15,S - Significant
Pass,2023-11-15,M - Minor
Pass,2023-11-15,S - Significant
Pass,2023-11-17,
Pass,2022-06-09,M - Minor
Pass,2023-02-22,S - Significant
Pass,2023-02-22,C - Crucial
Pass,2023-02-24,
Pass,2022-05-10,M - Minor
Pass,2023-03-06,
Pass,2023-08-30,S - Significant
Pass,2023-08-30,S - Significant
Pass,2023-08-30,S - Significant
Pass,2023-09-05,
Pass,2022-10-27,
Pass,2023-02-27,
Pass,2023-06-07,
Pass,2023-11-02,
Pass,2022-06-06,
Pass,2023-02-09,M - Minor
Pass,2023-07-14,M - Minor
Pass,2022-10-31,
Pass,2023-06-01,M - Minor
Pass,2023-06-01,M - Minor
Pass,2023-11-24,M - Minor
Pass,2023-11-24,M - Minor
Pass,2023-11-24,S - Significant
Pass,2023-11-24,M - Minor
Pass,2022-11-22,
Pass,2023-04-17,
Pass,2023-11-16,M - Minor
Pass,2022-05-12,
Pass,2022-09-12,M - Minor
Pass,2023-03-27,
Pass,2023-06-22,
Pass,2023-11-08,
Pass,2024-01-18,M - Minor
Pass,2024-01-18,M - Minor
Pass,2024-01-18,M - Minor
Pass,2023-05-16,S - Significant
Pass,2023-05-16,M - Minor
Pass,2023-05-16,NA - Not Applicable
Pass,2023-05-16,S - Significant
Pass,2023-10-11,NA - Not Applicable
Pass,2023-10-11,M - Minor
Pass,2023-10-11,M - Minor
Pass,2023-10-11,S - Significant
Pass,2023-10-11,M - Minor
Pass,2024-01-11,M - Minor
Pass,2024-01-11,S - Significant
Pass,NA,
Pass,2022-09-14,
Pass,2022-05-16,S - Significant
Pass,2022-11-15,
Pass,2023-05-18,M - Minor
Pass,2022-06-02,
Pass,2023-11-21,
Pass,2022-09-08,NA - Not Applicable
Pass,2022-09-08,M - Minor
Pass,2023-05-30,
Pass,2023-12-19,
Pass,2022-11-14,M - Minor
Pass,2022-08-18,
Pass,2022-11-04,M - Minor
Pass,2022-02-08,
Pass,2022-02-10,
Pass,2022-04-05,
Pass,2023-01-16,
Pass,2023-07-17,M - Minor
Pass,2023-05-25,
Pass,2022-12-16,
Pass,2022-08-24,S - Significant
Pass,2022-08-24,S - Significant
Pass,2022-08-24,M - Minor
Pass,2022-08-24,S - Significant
Pass,2023-01-18,M - Minor
Pass,2023-01-18,M - Minor
Pass,2023-01-18,M - Minor
Pass,2023-01-18,M - Minor
Pass,2023-05-08,C - Crucial
Pass,2023-05-08,M - Minor
Pass,2023-05-08,M - Minor
Pass,2023-05-08,M - Minor
Pass,2023-05-08,S - Significant
Pass,2023-05-08,S - Significant
Pass,2023-05-11,
Pass,2023-09-14,M - Minor
Pass,2023-09-14,M - Minor
Pass,2023-09-14,NA - Not Applicable
Pass,2023-09-14,S - Significant
Pass,2023-09-14,M - Minor
Pass,2023-09-14,S - Significant
Pass,2024-01-08,M - Minor
Pass,2024-01-08,M - Minor
Pass,2024-01-08,M - Minor
Pass,2022-03-17,S - Significant
Pass,2022-03-17,C - Crucial
Pass,2022-03-17,M - Minor
Pass,2022-03-17,M - Minor
Pass,2022-03-22,
Pass,2023-03-30,S - Significant
Pass,2023-03-30,M - Minor
Pass,2023-03-30,M - Minor
Pass,2023-08-28,S - Significant
Pass,2023-08-28,S - Significant
Pass,2024-01-15,
Pass,2022-01-25,
Pass,2022-07-05,M - Minor
Pass,2022-07-05,M - Minor
Pass,2022-07-05,NA - Not Applicable
Pass,2022-07-05,M - Minor
Pass,2023-04-27,
Pass,2023-10-16,
Pass,2023-08-24,
Pass,2023-11-21,S - Significant
Pass,2022-10-06,
Pass,2023-02-24,S - Significant
Pass,2023-02-24,M - Minor
Pass,2023-03-06,
Pass,2023-07-11,M - Minor
Pass,2022-06-08,M - Minor
Pass,2023-07-12,S - Significant
Pass,2023-07-12,C - Crucial
Pass,2023-07-12,M - Minor
Pass,2023-07-12,NA - Not Applicable
Pass,2023-07-17,
Pass,2022-09-12,S - Significant
Pass,2022-09-12,M - Minor
Pass,2023-03-08,
Pass,2023-10-16,
Pass,2022-10-14,
Pass,2023-06-21,
Pass,2023-12-19,
Pass,2022-07-27,M - Minor
Pass,2022-07-27,M - Minor
Pass,2023-01-12,S - Significant
Pass,2023-01-12,M - Minor
Pass,2023-01-12,NA - Not Applicable
Pass,2023-01-16,
Pass,2023-06-22,M - Minor
Pass,2023-12-08,M - Minor
Pass,2023-01-17,
Pass,2023-05-31,
Pass,2022-05-16,M - Minor
Pass,2023-11-02,
Pass,2022-11-03,S - Significant
Pass,2022-11-03,M - Minor
Pass,2022-11-03,M - Minor
Pass,2022-11-03,NA - Not Applicable
Pass,2023-01-12,
Pass,2022-05-16,
Pass,2023-02-22,
Pass,2023-12-28,
Pass,2022-10-21,
Pass,2023-06-16,
Pass,2022-10-21,M - Minor
Pass,2022-10-21,M - Minor
Pass,2023-06-22,
Pass,2022-09-02,M - Minor
Pass,2023-03-21,M - Minor
Pass,2023-10-20,S - Significant
Pass,2022-08-19,
Pass,2023-08-18,
Pass,2022-05-05,S - Significant
Pass,2022-05-05,S - Significant
Pass,2022-05-05,M - Minor
Pass,2022-05-05,NA - Not Applicable
Pass,2022-05-05,C - Crucial
Pass,2022-05-05,M - Minor
Pass,2022-05-05,M - Minor
Pass,2022-05-05,S - Significant
Pass,2022-05-05,S - Significant
Pass,2022-05-05,S - Significant
Pass,2022-05-05,S - Significant
Pass,2022-05-11,M - Minor
Pass,2022-05-11,NA - Not Applicable
Pass,2022-05-11,M - Minor
Pass,2022-09-08,M - Minor
Pass,2022-09-08,M - Minor
Pass,2022-09-08,M - Minor
Pass,2023-02-16,NA - Not Applicable
Pass,2023-02-16,S - Significant
Pass,2023-02-16,M - Minor
Pass,2023-02-16,M - Minor
Pass,2023-02-16,M - Minor
Pass,2023-08-22,C - Crucial
Pass,2023-08-22,S - Significant
Pass,2023-08-30,
Pass,2023-12-18,M - Minor
Pass,2022-08-10,M - Minor
Pass,2022-08-10,M - Minor
Pass,2023-03-08,
Pass,2023-06-02,M - Minor
Pass,2023-06-02,M - Minor
Pass,2023-11-01,M - Minor
Pass,2023-11-01,M - Minor
Pass,2022-12-22,M - Minor
Pass,NA,
Pass,2023-06-02,
Pass,2023-11-01,M - Minor
Pass,2022-10-19,
Pass,2023-06-16,M - Minor
Pass,2023-11-10,
Pass,2022-10-17,M - Minor
Pass,2023-06-22,
Pass,2022-10-28,M - Minor
Pass,2022-10-28,M - Minor
Pass,2023-05-25,
Pass,2023-11-10,M - Minor
Pass,2022-10-28,
Pass,2023-05-25,
Pass,2022-10-28,M - Minor
Pass,2023-06-16,M - Minor
Pass,2023-11-10,
Pass,2022-02-01,S - Significant
Pass,2023-03-24,
Pass,2023-06-08,
Pass,2023-10-05,
Pass,2022-12-22,
Pass,2023-09-15,M - Minor
Pass,2022-06-16,
Pass,2023-05-15,
Pass,2023-10-03,
Pass,2022-12-06,
Pass,2023-03-20,
Pass,2024-01-17,
Pass,NA,
Pass,2023-02-15,
Pass,2023-12-07,
Pass,2022-02-04,
Pass,2023-04-06,
